id	English	Japanese	French	German	Spanish	Korean	Chinese
daily_challenge.title	Daily Challenges	デイリーチャレンジ	Défis quotidiens	Tägliche Herausforderungen	Desafíos diarios	일일 도전	每日挑戰
daily_challenge.tips	Play previous days to get more wins	これまでの日の分をプレイしてさらに勝ちを獲得	Jouez les jours précédents pour obtenir plus de gains	Spiele vorhergehende Tage, um mehr Gewinne zu erhalten	Juega días anteriores para conseguir más victorias	더 많이 승리하려면 이전 날짜를 플레이하세요	遊玩先前錯過的挑戰來獲得更多勝場數
daily_challenge.month1	January	1月	Janvier	Januar	Enero	1월	一月
daily_challenge.month2	February	2月	Février	Februar	Febrero	2월	二月
daily_challenge.month3	March	3月	Mars	März	Marzo	3월	三月
daily_challenge.month4	April	4月	Avril	April	Abril	4월	四月
daily_challenge.month5	May	5月	Mai	Mai	Mayo	5월	五月
daily_challenge.month6	June	6月	Juin	Juni	Junio	6월	六月
daily_challenge.month7	July	7月	Juillet	Juli	Julio	7월	七月
daily_challenge.month8	August	8月	Août	August	Agosto	8월	八月
daily_challenge.month9	September	9月	Septembre	September	Septiembre	9월	九月
daily_challenge.month10	October	10月	Octobre	Oktober	Octubre	10월	十月
daily_challenge.month11	November	11月	Novembre	November	Noviembre	11월	十一月
daily_challenge.month12	December	12月	Décembre	Dezember	Diciembre	12월	十二月
daily_challenge.day_sun	Sun	日	Dim	So	Dom	일	星期日
daily_challenge.day_mon	Mon	月	Lun	Mo	Lun	월	星期一
daily_challenge.day_tue	Tue	火	Mar	Di	Mar	화	星期二
daily_challenge.day_wed	Wed	水	Mer	Mi	Mié	수	星期三
daily_challenge.day_thu	Thu	木	Jeu	Do	Jue	목	星期四
daily_challenge.day_fri	Fri	金	Ven	Fr	Vie	금	星期五
daily_challenge.day_sat	Sat	土	Sam	Sa	Sáb	토	星期六
daily_challenge.play_button	PLAY {0}	{0}をプレイ	JOUER {0}	SPIELE {0}	JUEGA A {0}	{0} 플레이	遊玩 {0}
giant01.sublevel1.hint1	{M3} is the oldest among 3 siblings in the 3rd generation	{M3}は、第3世代の3人のきょうだいの中で最も年上です	{M3} est l'aîné des trois frères et sœurs de la troisième génération	{M3} ist der älteste von drei Geschwistern in der dritten Generation	{M3} es el mayor de los 3 hermanos de la 3ª generación	{M3}은(는) 3세대 형제/자매 중 맏이입니다	{M3} 在第 3 代的 3 個手足當中是年紀最大的一員
giant01.sublevel1.hint2	{F4} is {M3}'s youngest sibling	{F4}は、{M3}の最も年下のきょうだいです	{F4} est le plus jeune des frères et sœurs de {M3}	{F4} ist die jüngste Schwester von {M3}	{F4} es el hermano menor de {M3}.	{F4}은(는) {M3}의 막내 동생입니다	{F4} 是 {M3} 年紀最小的手足
giant01.sublevel1.hint3	{M4}'s big brother married {F5}	{M4}の兄は、{F5}と結婚しています	Le grand frère de {M4} a épousé {F5}	Der große Bruder von {M4} hat {F5} geheiratet	El hermano mayor de {M4} se casó con {F5}	{M4}의 큰 형/오빠는 {F5}와(과) 결혼했습니다	{M4} 的大哥娶了 {F5} 為妻
giant01.sublevel1.hint4	{M5}'s grandfather left to sail in the seas	{M5}の祖父は、航海に出かけました	Le grand-père de {M5} est parti naviguer sur les mers	{M5}s Großvater ist fortgegangen, um die Weltmeere zu besegeln	El abuelo de {M5} se fue a surcar los mares	{M5}의 할아버지는 바다로 항해를 떠났습니다	{M5} 的祖父出海航行了
giant01.sublevel1.hint5	{M3} and {F5} only have a son who married {F8}	{M3}と{F5}には、1人だけ息子がおり、この息子は{F8}と結婚しました	{M3} et {F5} n'ont qu'un fils qui a épousé {F8}	{M3} und {F5} haben nur einen Sohn, der mit {F8} verheiratet ist.	{M3} y {F5} solo tienen un hijo, que se casó con {F8}	{M3}와(과) {F5}에게는 {F8}와(과) 결혼한 아들만 있습니다	{M3} 與 {F5} 的獨生子娶了 {F8} 為妻
giant01.sublevel1.hint6	{M9}'s grandfather, {M6}, married {F4}	{M9}の祖父の{M6}は、{F4}と結婚しました	Le grand-père de {M9}, {M6}, a épousé {F4}	{M9}s Großvater, {M6}, hat {F4} geheiratet	El abuelo de {M9}, {M6}, se casó con {F4}	{M9}의 할아버지 {M6}은(는) {F4}와(과) 결혼했습니다	{M9} 的祖父 {M6} 娶了 {F4} 為妻
giant01.sublevel1.hint7	{M2}'s middle child {M4} chose to be single until the end	{M2}の真ん中の子どもの{M4}は、亡くなるまで独身を貫くことを選びました	L'enfant du milieu de {M2}, {M4}, a choisi d'être célibataire jusqu'à la fin	{M2}s mittleres Kind {M4} hat sich entschieden, bis zum Schluss Single zu bleiben	El hijo mediano de {M2}, {M4}, eligió ser soltero para siempre	{M2}의 둘째 {M4}은(는) 평생 독신으로 살기로 했습니다	{M2} 的第二個孩子 {M4} 選擇保持單身直至終老
giant01.sublevel1.hint8	{M10} is the little brother of {M9} in the last generation	{M10}は、最後の世代の{M9}の弟です	{M10} est le petit frère de {M9} dans la dernière génération	{M10} ist der kleine Bruder von {M9} in der letzten Generation	{M10} es el hermano pequeño de {M9} en la última generación	{M10}은(는) 마지막 세대에서 {M9}의 남동생입니다	在最後一代中，{M10} 是 {M9} 的弟弟
giant01.sublevel1.hint9	{M5} and {F6} are cousins	{M5}と{F6}は、いとこ同士です	{M5} et {F6} sont cousins	{M5} und {F6} sind Cousins	{M5} y {F6} son primos	{M5}와(과) {F6}은(는) 사촌입니다	{M5} 與 {F6} 是堂表兄弟姊妹
giant01.sublevel1.hint10	{F4}'s middle child works as a policeman	{F4}の真ん中の子どもは、警察官として働いています	L'enfant du milieu de {F4} travaille comme policier	{F4}s mittleres Kind arbeitet als Polizist	El hijo mediano de {F4} trabaja como policía	{F4}의 둘째는 경찰로 일하고 있습니다	{F4} 的第二個孩子是一名警察
giant01.sublevel1.hint11	{F6}, {M7} and {F7} have {M4} as their uncle	{F6}、{M7}、そして{F7}には、同じおじ{M4}がいます	{F6}, {M7} et {F7} ont {M4} comme oncle	{F6}, {M7} und {F7} haben {M4} als Onkel	{F6}, {M7} y {F7} tienen como tío a {M4}	{F6}, {M7}, {F7}은(는) {M4}을(를) 삼촌/외삼촌/고모부/이모부로 두고 있습니다	{F6}、{M7} 與 {F7} 的伯叔舅是 {M4}
giant01.sublevel1.hint12	{F7}'s oldest sibling married {M8} and have 2 sons	{F7}の最も年上のきょうだいは、{M8}と結婚し、息子が2人います	L'aîné des frères et sœurs de {F7} a épousé {M8} et a deux fils.	{F7}s älteste Schwester hat {M8} geheiratet und sie haben zwei Söhne	El hermano mayor de {F7} se casó con {M8} y tienen dos hijos	{F7}의 맏이는 {M8}와(과) 결혼하여 두 명의 아들이 있습니다	{F7} 年紀最大的手足嫁給了 {M8} 並育有 2 個兒子
giant01.sublevel1.hint13	{M3}'s favourite grandchild is {F10} who is the younger than her sister, {F9}	{M3}のお気に入りの孫の{F10}は、姉の{F9}より年下です	Le petit-enfant préféré de {M3} est {F10}, plus jeune que sa sœur {F9}	{M3}s Lieblingsenkelin ist {F10}, die jünger ist als ihre Schwester, {F9}	El nieto favorito de {M3} es {F10}, que es más joven que su hermana {F9}	{M3}이(가) 가장 좋아하는 손주는 {F10}(으)로, 여동생인 {F9}보다 어립니다	{M3} 最為寵愛的孫子女是 {F10}，後者的年紀比她的姊妹 {F9} 小
giant01.sublevel1.hint14	{F3} is married to a sailor	{F3}は航海士と結婚しています	{F3} est mariée à un marin	{F3} ist mit einem Segler verheiratet	{F3} está casada con un marinero	{F3}은(는) 선원과 결혼했습니다	{F3} 嫁給了一名水手
giant01.sublevel1.hint15	{F2} is {M4}'s aunt and {F1}'s daughter	{F2}は、{M4}のおばで、{F1}の娘です	{F2} est la tante de {M4} et la fille de {F1}	{F2} ist {M4}s Tante und {F1}s Tochter	{F2} es tía de {M4} e hija de {F1}	{F2}은(는) {M4}의 고모/이모/숙모/외숙모이자 {F1}의 딸입니다	{F2} 是 {M4} 的姑姨，同時也是 {F1} 的女兒
giant01.sublevel1.hint16	{F2} and {M2} have {M1} as their father	{F2}と{M2}には、同じ父{M1}がいます	{F2} et {M2} ont pour père {M1}	{F2} und {M2} haben {M1} als Vater	{F2} y {M2} tienen a {M1} por padre	{F2}와(과) {M2}은(는) {M1}을(를) 아버지로 두고 있습니다	{F2} 與 {M2} 的父親是 {M1}
giant02.sublevel1.hint1	{F7} and {F8} are {M5}'s daughters-in-law	{F7}と{F8}は、{M5}の義理の娘です	{F7} et {F8} sont les belles-filles de {M5}	{F7} und {F8} sind {M5}s Schwiegertöchter	{F7} y {F8} son nueras de {M5}	{F7}와(과) {F8}은(는) {M5}의 며느리입니다	{F7} 與 {F8} 是 {M5} 的媳婦
giant02.sublevel1.hint2	{F4} and {F5} are {F3}'s sisters-in-law	{F4}と{F5}は、{F3}の義理の姉妹です	{F4} et {F5} sont les belles-sœurs de {F3}	{F4} und {F5} sind {F3}s Schwägerinnen	{F4} y {F5} son cuñadas de {F3}	{F4}와(과) {F5}은(는) {F3}의 시누이/올케입니다	{F4} 與 {F5} 是 {F3} 的姊妹（姻親）
giant02.sublevel1.hint3	{F6} refused to get married and adopted {F9}	{F6}は、結婚することを拒んで、{F9}を養子に迎えました	{F6} a refusé de se marier et a adopté {F9}	{F6} hat sich geweigert, zu heiraten, und {F9} adoptiert	{F6} se negó a casarse y adoptó a {F9}	{F6}은(는) 결혼을 거부하고 {F9}을(를) 입양했습니다	{F6} 拒絕結婚並收養了 {F9}
giant02.sublevel1.hint4	From his first marriage with {F7}, {M8} got 3 sons, in which {M9} is the eldest	{M8}は、{F7}との初婚で、3人の息子をもうけ、そのうち最も年上なのは{M9}です	De son premier mariage avec {F7}, {M8} a eu trois fils, dont {M9} est l'aîné	Aus seiner ersten Ehe mit {F7} hat {M8} drei Söhne, von denen {M9} der älteste ist	De su primer matrimonio con {F7}, {M8} tuvo tres hijos, de los cuales {M9} es el mayor.	{M8}은(는) {F7}와(과)의 첫 번째 결혼에서 세 명의 아들을 낳았으며, 그중 {M9}이(가) 맏이입니다	{M8} 在他與 {F7} 的第一段婚姻中育有 3 個兒子，其中年紀最大的是 {M9}
giant02.sublevel1.hint5	{M1} is {M6}'s grandfather, but they're not blood related	{M1}は、{M6}の祖父ですが、2人に血の繋がりはありません	{M1} est le grand-père de {M6}, mais ils ne sont pas liés par le sang	{M1} ist {M6}s Großvater, aber sie sind nicht blutsverwandt	{M1} es el abuelo de {M6}, pero no son consanguíneos	{M1}은(는) {M6}의 할아버지이지만, 혈연관계는 아닙니다	{M1} 是 {M6} 的祖父，但他們沒有血緣關係
giant02.sublevel1.hint6	{F10} is the only child of {F8}	{F10}は、{F8}の唯一の子どもです	{F10} est le seul enfant de {F8}	{F10} ist das einzige Kind von {F8}	{F10} es el único hijo de {F8}	{F10}은(는) {F8}의 외둥이입니다	{F10} 是 {F8} 的獨生子女
giant02.sublevel1.hint7	{M11} is the youngest child of {F7}	{M11}は、{F7}の最も年下の子どもです	{M11} est le plus jeune enfant de {F7}	{M11} ist das jüngste Kind von {F7}	{M11} es el hijo menor de {F7}	{M11}은(는) {F7}의 막내입니다	{M11} 是 {F7} 年紀最小的孩子
giant02.sublevel1.hint8	{F3} is the only one among her siblings to not have children	{F3}は、彼女のきょうだいのうち、唯一子どもがいません	{F3} est le seul de ses frères et sœurs à ne pas avoir d'enfants	{F3} ist die einzige von ihren Geschwistern, die keine Kinder hat	{F3} es la única de sus hermanos que no tiene hijos	{F3}은(는) 그녀의 형제/자매 중 유일하게 자녀가 없습니다	{F3} 在她的手足當中是唯一沒有孩子的人
giant02.sublevel1.hint9	{M2} and {F2} are {M8}'s grandparents from his mother's side	{M2}と{F2}は、{M8}の母方の祖父母です	{M2} et {F2} sont les grands-parents maternels de {M8}	{M2} und {F2} sind {M8}s Großeltern mütterlicherseits	{M2} y {F2} son los abuelos de {M8} por parte de madre	{M2}와(과) {F2}은(는) {M8}의 외가쪽 조부모입니다	{M2} 與 {F2} 是 {M8} 的外祖父母
giant02.sublevel1.hint10	{M3} adopted {M6} who is gay and married an engineer	{M3}は、{M6}を養子に迎え、この養子はゲイでエンジニアと結婚しました	{M3} a adopté {M6} qui est gay et a épousé un ingénieur	{M3} hat {M6} adoptiert, der schwul und mit einem Ingenieur verheiratet ist	{M3} adoptó a {M6}, que es gay y se casó con un ingeniero	{M3}은(는) 남성 동성애자이자 엔지니어와 결혼한 {M6}을(를) 입양했습니다	{M3} 收養了 {M6}，後者是一名男同性戀者且跟一名工程師結婚了
giant02.sublevel1.hint11	{F7}'s middle child won national cooking competition	{F7}の真ん中の子どもは、国の料理コンテストで優勝しました	L'enfant du milieu de {F7} a gagné un concours national de cuisine	{F7}s mittleres Kind hat einen Bundeskochwettbewerb gewonnen	El hijo mediano de {F7} ganó un concurso nacional de cocina	{F7}의 둘째는 전국 요리대회에서 우승했습니다	{F7} 的第二個孩子贏得了全國烹飪大賽
giant02.sublevel1.hint12	2 of {M1} and {F1}'s children are married	{M1}と{F1}の子どものうち、2人は結婚しています	Deux des enfants de {M1} et {F1} sont mariés	Zwei von {M1} und {F1}s Kindern sind verheiratet	Dos de los hijos de {M1} y {F1} están casados	{M1}와(과) {F1}의 자녀 중 두 명이 결혼했습니다	{M1} 與 {F1} 的 2 個孩子都已經結婚了
giant02.sublevel1.hint13	{F9}'s grandfather married a nurse	{F9}の祖父は、看護師と結婚しました	Le grand-père de {F9} a épousé une infirmière	{F9}s Großvater hat eine Krankenschwester geheiratet	El abuelo de {F9} se casó con una enfermera	{F9}의 할아버지는 간호사와 결혼했습니다	{F9} 的祖父娶了一名護理師為妻
giant03.sublevel1.hint1	{F5} and {F6} married the same man	{F5}と{F6}は、同じ男性と結婚しました	{F5} et {F6} ont épousé le même homme	{F5} und {F6} haben denselben Mann geheiratet	{F5} y {F6} se casaron con el mismo hombre	{F5}와(과) {F6}은(는) 같은 남자와 결혼했습니다	{F5} 與 {F6} 兩人都嫁給了同一個男人
giant03.sublevel1.hint2	{M3} and {F4} have the same mother but different father, {M3} has no sibling	{M3}と{F4}の母は同じですが父は異なり、{M3}にはきょうだいはいません	{M3} et {F4} ont la même mère mais un père différent, {M3} n'a pas de frère ou de sœur	{M3} und {F4} haben dieselbe Mutter, aber unterschiedliche Väter, {M3} hat keine Geschwister	{M3} y {F4} tienen la misma madre pero diferente padre, {M3} no tiene hermanos	{M3}와(과) {F4}은(는) 어머니는 같지만, 아버지가 다르고, {M3}은(는) 형제/자매가 없습니다	{M3} 與 {F4} 兩人同母異父，而 {M3} 沒有手足
giant03.sublevel1.hint3	{M7} has 2 children with {F5} but none with {F6}	{M7}は、{F5}との間には子どもが2人いますが、{F6}との間には子どもがいません	{M7} a deux enfants avec {F5} mais aucun avec {F6}	{M7} hat zwei Kinder mit {F5}, aber keine mit {F6}	{M7} tiene 2 hijos con {F5} pero ninguno con {F6}	{M7}은(는) {F5}와(과) 자녀가 두 명 있지만, {F6}와(과)는 자녀가 없습니다	{M7} 與 {F5} 育有 2 個孩子，但與 {F6} 並未生育子女
giant03.sublevel1.hint4	{F8} is {F10} and {F11}'s aunt	{F8}は、{F10}と{F11}のおばです	{F8} est la tante de {F10} et {F11}	{F8} ist die Tante von {F10} und {F11}	{F8} es tía de {F10} y {F11}	{F8}은(는) {F10}와(과) {F11}의 고모/이모/숙모/외숙모입니다	{F8} 是 {F10} 與 {F11} 的姑姨
giant03.sublevel1.hint5	{M3} and {F2}'s son-in-law is a famous doctor	{M3}と{F2}の義理の息子は、有名な医者です	Le gendre de {M3} et {F2} est un médecin célèbre	{M3} und {F2}s Schwiegersohn ist ein berühmter Arzt	El yerno de {M3} y {F2} es un médico famoso	{M3}와(과) {F2}의 사위는 유명한 의사입니다	{M3} 與 {F2} 的女婿是一位著名的醫師
giant03.sublevel1.hint6	{M6} adopted {M8}, who married a stewardess	{M6}は、{M8}を養子に迎え、この養子はスチュワーデスと結婚しました	{M6} a adopté {M8}, qui a épousé une hôtesse de l'air	{M6} hat {M8} adoptiert, der eine Flugbegleiterin geheiratet hat	{M6} adoptó a {M8}, que se casó con una azafata	{M6}은(는) 여승무원과 결혼한 {M8}을(를) 입양했습니다	{M6} 收養了 {M8}，後者娶了一名女空服員為妻
giant03.sublevel1.hint7	{F3} is not married, unlike her little sister, who married a barber	{F3}は、理容師と結婚した妹とは違って、結婚していません	{F3} n'est pas mariée, contrairement à sa petite sœur, qui a épousé un coiffeur	{F3} ist nicht verheiratet, im Gegensatz zu ihrer jüngeren Schwester, die einen Frisör geheiratet hat	{F3} no está casada, a diferencia de su hermana pequeña, que se casó con un barbero	{F3}은(는) 이발사와 결혼한 여동생과 달리 결혼하지 않았습니다	{F3} 跟她的妹妹不同，她未婚，而妹妹則是嫁給了一名理髮師
giant03.sublevel1.hint8	{M2}'s bloodline ended with {F6} since she has no children	{M2}の血筋は、子どもがいない{F6}で途絶えました	La lignée de {M2} s'est arrêtée avec {F6}, puisqu'elle n'a pas d'enfant	{M2}s Blutlinie endete mit {F6}, da sie keine Kinder hat	El linaje de {M2} terminó con {F6}, ya que no tiene hijos	{M2}의 혈통에 자녀가 없어 {F6}(으)로 끝났습니다	{M2} 的血脈斷絕於 {F6} 身上，因為她並未生育子女
giant03.sublevel1.hint9	{M1} and {F1} are {F8} and {F9}'s great-grandparents	{M1}と{F1}は、{F8}と{F9}の曽祖父母です	{M1} et {F1} sont les arrière-grands-parents de {F8} et {F9}	{M1} und {F1} sind die Urgroßeltern von {F8} und {F9}	{M1} y {F1} son los bisabuelos de {F8} y {F9}	{M1}와(과) {F1}은(는) {F8}와(과) {F9}의 증조부모입니다	{M1} 與 {F1} 是 {F8} 與 {F9} 的曾祖父母
giant03.sublevel1.hint10	{F11} is {F10}'s younger sibling	{F11}は、{F10}の年下のきょうだいです	{F11} est le plus jeune frère ou la plus jeune sœur de {F10}	{F11} ist {F10}s jüngere Schwester	{F11} es el hermano menor de {F10}	{F11}은(는) {F10}의 동생입니다	{F11} 年紀較小，是 {F10} 的手足
giant03.sublevel1.hint11	Before marrying 2 men, {F1} had adopted a disabled child, {M4}	{F1}は、2人の男性と結婚する前に、障がいを持つ子どもの{M4}を養子に迎えました	Avant d'épouser deux hommes, {F1} a adopté un enfant handicapé, {M4}	Bevor sie zwei Männer heiratete, hat {F1} ein Kind mit Behinderung, {M4}, adoptiert	Antes de casarse con dos hombres, {F1} había adoptado a un niño discapacitado, {M4}	{F1}은(는) 두 남자와 결혼하기 전에 장애아인 {M4}을(를) 입양했습니다	{F1} 在嫁給 2 個男人之前就已經收養了一名殘障兒童 {M4}
giant03.sublevel1.hint12	{M9} is {M7}'s son-in-law	{M9}は、{M7}の義理の息子です	{M9} est le gendre de {M7}	{M9} ist {M7}s Schwiegersohn	{M9} es el yerno de {M7}	{M9}은(는) {M7}의 사위입니다	{M9} 是 {M7} 的女婿
giant03.sublevel1.hint13	{M10} is {F2}'s great-grandson, but they're not blood related	{M10}は、{F2}の男のひ孫ですが、2人に血の繋がりはありません	{M10} est l'arrière-petit-fils de {F2}, mais ils ne sont pas liés par le sang	{M10} ist {F2}s Urenkel, aber sie sind nicht blutsverwandt	{M10} es bisnieto de {F2}, pero no están emparentados por consanguinidad	{M10}은(는) {F2}의 증손자이지만, 혈연관계는 아닙니다	{M10} 是 {F2} 的曾孫子，但他們沒有血緣關係
giant04.sublevel1.hint1	{F5} and {M6} have 2 grandmothers, {F1} and {F2}	{F5}と{M6}には、{F1}と{F2}という2人の祖母がいます	{F5} et {M6} ont deux grands-mères, {F1} et {F2}	{F5} und {M6} haben zwei Großmütter, {F1} und {F2}	{F5} y {M6} tienen dos abuelas, {F1} y {F2}	{F5}와(과) {M6}은(는) 할머니가 두 명으로 {F1}와(과) {F2}입니다	{F5} 與 {M6} 有 2 個祖母 {F1} 與 {F2}
giant04.sublevel1.hint2	{F10} is the only adopted child	{F10}は、唯一の養子です	{F10} est le seul enfant adopté	{F10} ist das einzige adoptierte Kind	{F10} es el único hijo adoptado	{F10}은(는) 외둥이 입양아입니다	{F10} 是唯一的養子女
giant04.sublevel1.hint3	{M4}'s older and younger siblings are married	{M4}の年上と年下のきょうだいは、結婚しています	Les frères et sœurs aînés et cadets de {M4} sont mariés	{M4}s ältere und jüngere Geschwister sind verheiratet	Los hermanos mayores y menores de {M4} están casados	{M4}의 형제/자매는 결혼했습니다	{M4} 年紀較大與年紀較小的手足都結婚了
giant04.sublevel1.hint4	{M3} and {F2} have 3 children, with {F3} being the oldest	{M3}と{F2}には3人の子どもがおり、そのうち{F3}が最も年上です	{M3} et {F2} ont trois enfants, {F3} étant l'aîné	{M3} und {F2} haben drei Kinder, von denen {F3} das älteste ist	{M3} y {F2} tienen tres hijos, de los cuales {F3} es el mayor	{M3}와(과) {F2}은(는) 세 명의 자녀를 두고 있으며, 그중 {F3}이(가) 맏이입니다	{M3} 與 {F2} 有 3 個孩子，其中年紀最大的是 {F3}
giant04.sublevel1.hint5	{M1} is {F3}'s father-in-law	{M1}は、{F3}の義理の父です	{M1} est le beau-père de {F3}	{M1} ist {F3}s Schwiegervater	{M1} es el suegro de {F3}	{M1}은(는) {F3}의 시아버지/장인입니다	{M1} 是 {F3} 的公公
giant04.sublevel1.hint6	{F7} and {M7} are cousins in the last generation	{F7}と{M7}は、最後の世代のいとこです	{F7} et {M7} sont des cousins de la dernière génération	{F7} und {M7} sind Cousins in der letzten Generation	{F7} y {M7} son primos de última generación	{F7}와(과) {M7}은(는) 마지막 세대에서 사촌입니다	在最後一代中，{F7} 與 {M7} 是堂表兄弟姊妹
giant04.sublevel1.hint7	{F5} gave birth to {F7} first, then {F8}	{F5}は、まず{F7}を産み、その次に{F8}を産みました	{F5} a donné naissance à {F7} d'abord, puis à {F8}	{F5} hat erst {F7}, dann {F8} geboren	{F5} dio a luz primero a {F7}, y después a {F8}	{F5}은(는) {F7}을(를) 먼저 낳은 다음, {F8}을(를) 낳았습니다	{F5} 先是生下了 {F7}，再來生下了 {F8}
giant04.sublevel1.hint8	{M6} got married with {F6} a bit later than his older sister, {F5}	{M6}は、姉の{F5}の少し後に、{F6}と結婚しました	{M6} s'est mariée avec {F6} un peu plus tard que sa sœur aînée, {F5}	{M6} hat {F6} ein wenig später geheiratet als seine ältere Schwester, {F5}	{M6} se casó con {F6} un poco más tarde que su hermana mayor, {F5}	{M6}은(는) 누나인 {F5}보다 조금 늦게 {F6}와(과) 결혼했습니다	{M6} 跟 {F6} 結婚了，時間比他的姊姊 {F5} 稍晚一些
giant04.sublevel1.hint9	{M2} and {F3} rarely met their son-in-law since he flies planes every day	{M2}と{F3}は、毎日飛行機を飛ばしている義理の息子とほとんど会えませんでした	{M2} et {F3} ont rarement rencontré leur gendre, car il prend l'avion tous les jours	{M2} und {F3} haben ihren Schwiegersohn selten getroffen, da er jeden Tag Flugzeuge fliegt	{M2} y {F3} rara vez veían a su yerno, ya que vuela en avión todos los días	{M2}와(과) {F3}은(는) 사위가 매일 비행하기 때문에 사위를 거의 만나지 못했습니다	{M2} 與 {F3} 很少見到他們的女婿，因為他們的女婿每天都要開飛機
giant04.sublevel1.hint10	{M9}'s little sister doesn't want to get married and adopted a daughter instead	{M9}の妹は、結婚したくなく、代わりに養女を迎えました	La petite sœur de {M9} ne veut pas se marier et a adopté une fille à la place	{M9}s kleine Schwester möchte nicht heiraten und hat stattdessen eine Tochter adoptiert	La hermana pequeña de {M9} no quiere casarse y en su lugar adoptó una hija	{M9}의 여동생은 결혼을 원하지 않고 대신 딸을 입양했습니다	{M9} 的妹妹不想結婚，從而收養了一個女兒
giant04.sublevel1.hint11	{F4} is {M3}'s youngest child	{F4}は、{M3}の最も年下の子どもです	{F4} est le plus jeune enfant de {M3}	{F4} ist {M3}s jüngstes Kind	{F4} es el hijo menor de {M3}	{F4}은(는) {M3}의 막내입니다	{F4} 是 {M3} 年紀最小的孩子
giant04.sublevel1.hint12	{M8} is {M4}'s brother-in-law	{M8}は、{M4}の義理の兄弟です	{M8} est le beau-frère de {M4}	{M8} ist {M4}s Schwager	{M8} es el cuñado de {M4}	{M8}은(는) {M4}의 처남/매부입니다	{M8} 是 {M4} 的兄弟（姻親）
giant05.sublevel1.hint1	{M4} found {M6} in the battlefield during the war and adopted him	{M4}は、戦争中に戦場で{M6}を見つけ、養子に迎えました	{M4} a trouvé {M6} sur le champ de bataille pendant la guerre et l'a adopté	{M4} hat {M6} im Krieg auf dem Schlachtfeld gefunden und ihn adoptiert	{M4} encontró a {M6} en el campo de batalla durante la guerra y lo adoptó	{M4}은(는) 전쟁 중 전장에서 {M6}을(를) 발견하고 입양했습니다	{M4} 在戰爭時期的戰場上發現 {M6} 並收養了他
giant05.sublevel1.hint2	{F3} got married with {M5} first, then with {M6} later	{F3}は、まず{M5}と結婚し、その後{M6}と結婚しました	{F3} s'est mariée avec {M5} d'abord, puis avec {M6} plus tard	{F3} hat erst {M5} geheiratet, dann später {M6}	{F3} se casó primero con {M5} y después con {M6}	{F3}은(는) {M5}와(과) 먼저 결혼한 후, 나중에 {M6}와(과) 결혼했습니다	{F3} 先是跟 {M5} 結婚，再來又跟 {M6} 結婚
giant05.sublevel1.hint3	{F8} and {F9} are {F3}'s granddaughters from her 2nd marriage	{F8}と{F9}は、{F3}の2回目の結婚からの孫娘です	{F8} et {F9} sont les petites-filles de {F3} issues de son second mariage	{F8} und {F9} sind {F3}s Enkelinnen aus ihrer zweiten Ehe	{F8} y {F9} son las nietas de {F3} de su 2º matrimonio	{F8}와(과) {F9}은(는) {F3}이(가) 두 번째 결혼에서 얻은 손녀들입니다	{F8} 與 {F9} 是出自 {F3} 她第二段婚姻的孫女
giant05.sublevel1.hint4	{M10} just became {F9}'s brother-in-law	{M10}はこのほど、{F9}の義理の兄弟になりました	{M10} vient de devenir le beau-frère de {F9}	{M10} ist gerade {F9}s Schwager geworden	{M10} acaba de convertirse en cuñado de {F9}	{M10}은(는) 이제 막 {F9}의 처남/매부가 되었습니다	{M10} 剛成為 {F9} 的兄弟（姻親）
giant05.sublevel1.hint5	{M9} is an only child like his father, {M7} and his grandfather, {M5}	{M9}は、父の{M7}や祖父の{M5}と同じく一人っ子です	{M9} est fils unique comme son père, {M7} et son grand-père, {M5}	{M9} ist wie sein Vater {M7} und seine Großvater {M5} ein Einzelkind	{M9} es hijo único como su padre, {M7} y su abuelo, {M5}	{M9}은(는) 아버지 {M7}와(과) 할아버지 {M5}와(과) 마찬가지로 외둥이입니다	{M9} 跟他的父親 {M7} 與祖父 {M5} 一樣都是獨生子
giant05.sublevel1.hint6	{M1} and {F1}'s youngest child became a monk and didn't get married nor have any children	{M1}と{F1}の最も年下の子どもは、僧侶になり、結婚したり子どもをもうけたりしませんでした	Le plus jeune enfant de {M1} et {F1} est devenu moine et ne s'est pas marié et n'a pas eu d'enfants	{M1} und {F1}s jüngstes Kind wurde Mönch und hat weder geheiratet noch Kinder bekommen	{M1} y el hijo menor de {F1} se hicieron monjes y no se casaron ni tuvieron hijos.	{M1}와(과) {F1}의 막내는 수도사가 되어 결혼을 하지 않았고 자녀도 없습니다	{M1} 與 {F1} 年紀最小的孩子成為了一名僧侶，沒有結婚也沒有孩子
giant05.sublevel1.hint7	{F5} is {F8} and {F9}'s aunt	{F5}は、{F8}と{F9}のおばです	{F5} est la tante de {F8} et {F9}	{F5} ist die Tante von {F8} und {F9}	{F5} es tía de {F8} y {F9}	{F5}은(는) {F8}와(과) {F9}의 고모/이모/숙모/외숙모입니다	{F5} 是 {F8} 與 {F9} 的姑姨
giant05.sublevel1.hint8	{F5}'s brother married {F6}	{F5}の兄弟は、{F6}と結婚しました	Le frère de {F5} a épousé {F6}	{F5}s Bruder hat {F6} geheiratet	El hermano de {F5} se casó con {F6}	{F5}의 동생은 {F6}와(과) 결혼했습니다	{F5} 的兄弟娶了 {F6} 為妻
